Code,Districts,Libellé,Latitude,Longitude,Voitures de tourisme pour 1000 habitants 2023,Nb. d'accidents avec blessés/tués 2022,Nb. d'accidents avec dommages matériels 2022,Part des voitures électriques 2023,Gare/station,Surface totale,Altitude maximale,Altitude minimale,Habitat et infrastructures (part du territoire) 2020,Surfaces boisées (part du territoire) 2020,Surfaces agricoles (part du territoire) 2020,Surfaces improductives (part du territoire) 2020,Taux d'accroissement des logements 2021,Densité de population 2023,Part des maisons individuelles 2022,Etablissements tous secteurs 2021,Rapport de dépendance des jeunes 2023,Rapport de dépendance des personnes âgées 2023,Taux annuel 2016-2020,Population résidante permanente 2023,Part des élèves du primaire dans la population 2022,Part des élèves du secondaire inférieur dans la population 2022,Coefficient d'imposition communal 2022,Dépenses d'investissement par habitant (moyenne des 3 dernières années 2022),Marge d'autofinancement par habitant 2022,Excédent ou insuffisance de financement par habitant 2022
5919,Jura-Nord vaudois,Mathod,46.7667908,6.5647296,612,1,2,2.7,0,661,533,431,6.5,8,83.5,2,0.72,107.6,20.7,41,34.1,21,1.47,709,7.75,2.78,72,204.5,786.3,766
5921,Jura-Nord vaudois,Molondin,46.7606762,6.7492454,659.6,0,0,1.6,0,552,731,487,5.6,29.5,64.9,0,0,51.4,33.3,29,42.3,30.7,3.69,282,11.67,1.17,81,0,284,284
5922,Jura-Nord vaudois,Montagny-près-Yverdon,46.7914576,6.6117904,1513.4,5,11,3,1,351,504,430,24.5,6.3,68.4,0.9,2.77,220.7,37.8,159,39.2,28.2,0.14,777,7.79,5.45,64.5,870.1,458.7,155.9
5923,Gros-de-Vaud,Oppens,46.714312,6.6923429,631.1,1,0,3.1,0,362,666,498,7.7,27.6,63.5,1.1,0,56.1,37.8,23,32,29.6,2.51,202,10.4,2.97,81,118.9,840.4,840.4
5924,Jura-Nord vaudois,Orges,46.8082337,6.5875293,607.1,1,0,2.7,1,405,617,484,6.7,12.6,80.7,0,0,103.5,27.6,30,40,17,4.11,416,11.06,3.69,74,564.1,335.7,-515.7
5925,Jura-Nord vaudois,Orzens,46.7239217,6.6830459,657.4,1,0,2.1,0,421,686,496,4.8,16.2,78.9,0.2,0,51,33.6,20,32.3,40.3,0.12,214,5.19,3.77,79,244.3,172.7,122.6
5926,Jura-Nord vaudois,Pomy,46.7609575,6.6663747,576.8,0,3,4.7,0,560,641,472,8.6,16.1,75.2,0.2,3.13,155.4,36.2,59,43.8,24.2,1.39,875,10.25,3.57,71,828.2,693.7,33.2
5928,Jura-Nord vaudois,Rovray,46.7849701,6.7644976,586.7,0,0,2.6,0,323,690,486,7.4,20.4,71.8,0.3,0,62.2,32.6,15,50.9,30,4.36,199,15.74,3.05,71.5,1212.1,176.7,-24.9
5929,Jura-Nord vaudois,Suchy,46.7232325,6.5994077,612.1,0,1,3.6,0,667,609,465,5.4,37.6,56.7,0.3,0,100.2,32.7,43,45.2,15.5,2,665,10.88,4.47,70,164.4,710.3,680.2
5930,Jura-Nord vaudois,Suscévaz,46.7642362,6.5780348,513,1,0,4.2,0,413,538,430,4.8,10.7,80.9,3.6,0,52.2,28.9,16,59.4,45.3,0.25,217,9.55,2.73,72,148.4,1112.9,1047.1
5931,Jura-Nord vaudois,Treycovagnes,46.7738784,6.6092758,619,0,0,3.8,0,207,497,430,13.5,1.4,83.6,1.4,0.47,251,40,27,36.1,25,2.12,522,8.85,2.88,75,1023.1,758.1,565.4
5932,Jura-Nord vaudois,Ursins,46.734894,6.668296,585.5,0,0,5.8,0,339,689,565,4.7,20.1,75.2,0,0,69.6,34,11,36.7,31.7,3.18,234,9.57,3.04,75,121.2,526,328.4
5933,Jura-Nord vaudois,Valeyres-sous-Montagny,46.7983693,6.6105655,598,1,4,3.7,1,226,534,437,19,22.6,58,0.4,0.61,308.3,42.2,36,34.2,31.6,0.9,703,7.82,4.13,70.5,550.5,276.7,123.1
5934,Jura-Nord vaudois,Valeyres-sous-Ursins,46.7458204,6.655254,648.3,2,1,3.3,0,286,596,447,3.5,19.6,76.9,0,1.96,82.6,36.4,21,30.1,44.1,-0.61,237,7.47,1.66,77,0,1122,1122
5935,Jura-Nord vaudois,Villars-Epeney,46.7817278,6.6969935,712.8,0,0,6,0,88,580,489,8,15.9,76.1,0,0,117.4,52.3,6,42.6,23,-0.97,101,10.87,3.26,68,0,388.3,388.3
5937,Jura-Nord vaudois,Vugelles-La Mothe,46.81927,6.5676637,630.9,0,1,4.3,0,309,1061,498,4.5,62.8,30.7,1.9,0,49.2,41.7,14,42.9,23.1,0.74,151,8.03,5.84,70,66.7,43.2,28.9
5938,Jura-Nord vaudois,Yverdon-les-Bains,46.7785711,6.6409158,462.7,54,45,2.4,1,1353,573,429,52.6,8.3,33.6,5.5,0.41,2232,8.3,2259,36.9,30.3,0.35,30221,8.93,3.34,75,1125.9,581.2,-156
5939,Jura-Nord vaudois,Yvonand,46.7983158,6.7445021,539.4,5,6,3.4,1,1334,671,429,14.3,31.6,51,3,0.48,263.9,31.6,203,39.6,34,1.74,3536,9.63,3.65,71.5,1251.9,960.8,434.2
